"EMPRESA,FED,""PROJETOS"""
"Edifique Jr,""RN Júnior"",""2"""
"AgriTec Consultoria Agronômica,""Roraima Júnior"",""0"""
"AgriTec Consultoria Agronômica,""Roraima Júnior"",""0"""
"AgriTec Consultoria Agronômica,""Roraima Júnior"",""0"""
"AgriTec Consultoria Agronômica,""Roraima Júnior"",""0"""
"PARTHENON,""FEJEPAR"",""0"""
"PARTHENON,""FEJEPAR"",""1"""
"PARTHENON,""FEJEPAR"",""1"""
"PARTHENON,""FEJEPAR"",""0"""
"Arco Consultoria,""FEJEPE"",""5"""
"Arco Consultoria,""FEJEPE"",""1"""
"Arco Consultoria,""FEJEPE"",""1"""
"Arco Consultoria,""FEJEPE"",""7"""
"EtaTesla - Engenharia Elétrica,""FEJEPAR"",""0"""
"EtaTesla - Engenharia Elétrica,""FEJEPAR"",""0"""
"EtaTesla - Engenharia Elétrica,""FEJEPAR"",""0"""
"EtaTesla - Engenharia Elétrica,""FEJEPAR"",""0"""
"JRS Consultoria,""FEJEA"",""3"""
"JRS Consultoria,""FEJEA"",""6"""
"JRS Consultoria,""FEJEA"",""2"""
"JRS Consultoria,""FEJEA"",""1"""
"Voltech Projetos e Consultoria Junior,""PB Júnior"",""0"""
"Voltech Projetos e Consultoria Junior,""PB Júnior"",""1"""
"Voltech Projetos e Consultoria Junior,""PB Júnior"",""0"""
"Voltech Projetos e Consultoria Junior,""PB Júnior"",""0"""
"Engenium - Empresa Junior,""FEJEPAR"",""2"""
"Engenium - Empresa Junior,""FEJEPAR"",""0"""
"Engenium - Empresa Junior,""FEJEPAR"",""0"""
"Engenium - Empresa Junior,""FEJEPAR"",""0"""
"Maximize - Soluções em Biotecnologia,""PB Júnior"",""2"""
"Maximize - Soluções em Biotecnologia,""PB Júnior"",""1"""
"Maximize - Soluções em Biotecnologia,""PB Júnior"",""2"""
"Maximize - Soluções em Biotecnologia,""PB Júnior"",""0"""
"Ibmex,""FEJEMG"",""1"""
"Ibmex,""FEJEMG"",""3"""
"Ibmex,""FEJEMG"",""2"""
"Ibmex,""FEJEMG"",""4"""
"AlQualis Júnior,""RioJunior"",""0"""
"AlQualis Júnior,""RioJunior"",""1"""
"AlQualis Júnior,""RioJunior"",""0"""
"AlQualis Júnior,""RioJunior"",""0"""
"Júnior FEI,""FEJESP"",""1"""
"Júnior FEI,""FEJESP"",""0"""
"Júnior FEI,""FEJESP"",""0"""
"Júnior FEI,""FEJESP"",""0"""
"Eumeca - Empresa Júnior de Engenharia Mecatrônica,""FEJESC"",""0"""
"Eumeca - Empresa Júnior de Engenharia Mecatrônica,""FEJESC"",""1"""
"Eumeca - Empresa Júnior de Engenharia Mecatrônica,""FEJESC"",""1"""
"Eumeca - Empresa Júnior de Engenharia Mecatrônica,""FEJESC"",""0"""
"Galo Jr. Comunicação,""FEJESC"",""0"""
"Galo Jr. Comunicação,""FEJESC"",""0"""
"Galo Jr. Comunicação,""FEJESC"",""0"""
"Galo Jr. Comunicação,""FEJESC"",""0"""
"Projet,""FEJEMG"",""3"""
"Projet,""FEJEMG"",""0"""
"Projet,""FEJEMG"",""1"""
"Projet,""FEJEMG"",""1"""
"ENGAJA - Engenharia de Alimentos Júnior Assessoria,""PB Júnior"",""3"""
"ENGAJA - Engenharia de Alimentos Júnior Assessoria,""PB Júnior"",""1"""
"ENGAJA - Engenharia de Alimentos Júnior Assessoria,""PB Júnior"",""0"""
"ENGAJA - Engenharia de Alimentos Júnior Assessoria,""PB Júnior"",""0"""
"Projagro,""Juniores"",""1"""
"Projagro,""Juniores"",""0"""
"Projagro,""Juniores"",""0"""
"Projagro,""Juniores"",""0"""
"Projep Jr.,""FEJERS"",""0"""
"Projep Jr.,""FEJERS"",""0"""
"Projep Jr.,""FEJERS"",""0"""
"Projep Jr.,""FEJERS"",""1"""
"XPORT Jr. Consultoria e Suporte Internacional,""RioJunior"",""0"""
"XPORT Jr. Consultoria e Suporte Internacional,""RioJunior"",""0"""
"XPORT Jr. Consultoria e Suporte Internacional,""RioJunior"",""2"""
"XPORT Jr. Consultoria e Suporte Internacional,""RioJunior"",""0"""
"FCAP JR. Consultoria,""FEJEPE"",""8"""
"FCAP JR. Consultoria,""FEJEPE"",""3"""
"FCAP JR. Consultoria,""FEJEPE"",""9"""
"FCAP JR. Consultoria,""FEJEPE"",""1"""
"Virtù Consultoria Política,""FEJEPE"",""0"""
"Virtù Consultoria Política,""FEJEPE"",""0"""
"Virtù Consultoria Política,""FEJEPE"",""2"""
"Virtù Consultoria Política,""FEJEPE"",""0"""
"Paulista Jr. Projetos & Consultoria,""FEJESP"",""0"""
"Paulista Jr. Projetos & Consultoria,""FEJESP"",""0"""
"Paulista Jr. Projetos & Consultoria,""FEJESP"",""2"""
"Paulista Jr. Projetos & Consultoria,""FEJESP"",""1"""
"EPAV JR,""FEMTEJ"",""0"""
"EPAV JR,""FEMTEJ"",""0"""
"EPAV JR,""FEMTEJ"",""0"""
"EPAV JR,""FEMTEJ"",""0"""
"Animalia,""Acre Júnior"",""0"""
"Animalia,""Acre Júnior"",""0"""
"Animalia,""Acre Júnior"",""0"""
"Animalia,""Acre Júnior"",""0"""
"Setup Jr - Consultoria e Desenvolvimento,""FEJEPAR"",""0"""
"Setup Jr - Consultoria e Desenvolvimento,""FEJEPAR"",""0"""
"Setup Jr - Consultoria e Desenvolvimento,""FEJEPAR"",""1"""
"Setup Jr - Consultoria e Desenvolvimento,""FEJEPAR"",""0"""
"EJEC - Empresa Júnior de Engenharia de Computação,""FEJESC"",""0"""
"EJEC - Empresa Júnior de Engenharia de Computação,""FEJESC"",""0"""
"EJEC - Empresa Júnior de Engenharia de Computação,""FEJESC"",""0"""
"EJEC - Empresa Júnior de Engenharia de Computação,""FEJESC"",""0"""
"Prisma Consultoria Internacional,""FEJESP"",""0"""
"Prisma Consultoria Internacional,""FEJESP"",""0"""
"Prisma Consultoria Internacional,""FEJESP"",""0"""
"Prisma Consultoria Internacional,""FEJESP"",""0"""
"NutrESul Jr,""Juniores"",""0"""
"NutrESul Jr,""Juniores"",""0"""
"NutrESul Jr,""Juniores"",""1"""
"NutrESul Jr,""Juniores"",""1"""
"GeoCapta,""FEJECE"",""0"""
"GeoCapta,""FEJECE"",""3"""
"GeoCapta,""FEJECE"",""2"""
"GeoCapta,""FEJECE"",""0"""
"EJMinas,""FEJERS"",""0"""
"EJMinas,""FEJERS"",""0"""
"EJMinas,""FEJERS"",""0"""
"EJMinas,""FEJERS"",""0"""
"Dinâmica Consultoria,""FEJEPAR"",""1"""
"Dinâmica Consultoria,""FEJEPAR"",""5"""
"Dinâmica Consultoria,""FEJEPAR"",""9"""
"Dinâmica Consultoria,""FEJEPAR"",""0"""
"ECONOMUS CONSULTORIA JUNIOR,""RioJunior"",""0"""
"ECONOMUS CONSULTORIA JUNIOR,""RioJunior"",""1"""
"ECONOMUS CONSULTORIA JUNIOR,""RioJunior"",""0"""
"ECONOMUS CONSULTORIA JUNIOR,""RioJunior"",""0"""
"UFABC Jr.,""FEJESP"",""1"""
"UFABC Jr.,""FEJESP"",""0"""
"UFABC Jr.,""FEJESP"",""1"""
"UFABC Jr.,""FEJESP"",""0"""
"EJEAmb,""FEJESP"",""0"""
"EJEAmb,""FEJESP"",""0"""
"EJEAmb,""FEJESP"",""0"""
"EJEAmb,""FEJESP"",""0"""
"EJIPTA - Empresa Junior de Inovação e Pesquisa Tecnológica em Alimentos,""FEJEMS"",""0"""
"EJIPTA - Empresa Junior de Inovação e Pesquisa Tecnológica em Alimentos,""FEJEMS"",""0"""
"EJIPTA - Empresa Junior de Inovação e Pesquisa Tecnológica em Alimentos,""FEJEMS"",""0"""
"EJIPTA - Empresa Junior de Inovação e Pesquisa Tecnológica em Alimentos,""FEJEMS"",""0"""
"Consenso,""FEJEMG"",""10"""
"Consenso,""FEJEMG"",""1"""
"Consenso,""FEJEMG"",""10"""
"Consenso,""FEJEMG"",""3"""
"ECOSSAM Junior,""RioJunior"",""2"""
"ECOSSAM Junior,""RioJunior"",""1"""
"ECOSSAM Junior,""RioJunior"",""0"""
"ECOSSAM Junior,""RioJunior"",""0"""
"ADM Soluções,""FEJECE"",""7"""
"ADM Soluções,""FEJECE"",""0"""
"ADM Soluções,""FEJECE"",""7"""
"ADM Soluções,""FEJECE"",""9"""
"EMPEC,""FEJEPAR"",""3"""
"EMPEC,""FEJEPAR"",""1"""
"EMPEC,""FEJEPAR"",""3"""
"EMPEC,""FEJEPAR"",""1"""
"Lógica Consultoria,""Concentro"",""0"""
"Lógica Consultoria,""Concentro"",""1"""
"Lógica Consultoria,""Concentro"",""0"""
"Lógica Consultoria,""Concentro"",""0"""
"Level 5,""Goiás Júnior"",""2"""
"Level 5,""Goiás Júnior"",""1"""
"Level 5,""Goiás Júnior"",""0"""
"Level 5,""Goiás Júnior"",""1"""
"Argos Engenharia Júnior,""Goiás Júnior"",""0"""
"Argos Engenharia Júnior,""Goiás Júnior"",""0"""
"Argos Engenharia Júnior,""Goiás Júnior"",""0"""
"Argos Engenharia Júnior,""Goiás Júnior"",""0"""
"Alimentares Consultorias & Soluções,""Juniores"",""0"""
"Alimentares Consultorias & Soluções,""Juniores"",""1"""
"Alimentares Consultorias & Soluções,""Juniores"",""2"""
"Alimentares Consultorias & Soluções,""Juniores"",""0"""
"CATALISA - Soluções em Engenharia Química,""FEJERS"",""2"""
"CATALISA - Soluções em Engenharia Química,""FEJERS"",""0"""
"CATALISA - Soluções em Engenharia Química,""FEJERS"",""1"""
"CATALISA - Soluções em Engenharia Química,""FEJERS"",""1"""
"Pollaris Junior,""Baré Júnior"",""1"""
"Pollaris Junior,""Baré Júnior"",""1"""
"Pollaris Junior,""Baré Júnior"",""0"""
"Pollaris Junior,""Baré Júnior"",""0"""
"Inventório - Empresa Júnior de Design e Moda,""FEJESC"",""6"""
"Inventório - Empresa Júnior de Design e Moda,""FEJESC"",""3"""
"Inventório - Empresa Júnior de Design e Moda,""FEJESC"",""0"""
"Inventório - Empresa Júnior de Design e Moda,""FEJESC"",""0"""
"Visão Júnior,""FEJERS"",""0"""
"Visão Júnior,""FEJERS"",""1"""
"Visão Júnior,""FEJERS"",""0"""
"Visão Júnior,""FEJERS"",""0"""
"Astrodatum,""Concentro"",""0"""
"Astrodatum,""Concentro"",""1"""
"Astrodatum,""Concentro"",""0"""
"Astrodatum,""Concentro"",""0"""
"Floresta Júnior - Projetos e Consultoria em Engenharia Florestal,""FEJEMG"",""0"""
"Floresta Júnior - Projetos e Consultoria em Engenharia Florestal,""FEJEMG"",""0"""
"Floresta Júnior - Projetos e Consultoria em Engenharia Florestal,""FEJEMG"",""0"""
"Floresta Júnior - Projetos e Consultoria em Engenharia Florestal,""FEJEMG"",""0"""
"TCP Engenharia Civil,""FEJEPAR"",""1"""
"TCP Engenharia Civil,""FEJEPAR"",""0"""
"TCP Engenharia Civil,""FEJEPAR"",""2"""
"TCP Engenharia Civil,""FEJEPAR"",""0"""
"Tristate,""FEJEMG"",""0"""
"Tristate,""FEJEMG"",""1"""
"Tristate,""FEJEMG"",""1"""
"Tristate,""FEJEMG"",""0"""
"CincoLinha Jr.,""FEJERS"",""0"""
"CincoLinha Jr.,""FEJERS"",""1"""
"CincoLinha Jr.,""FEJERS"",""0"""
"CincoLinha Jr.,""FEJERS"",""0"""
"Inovepro Empresa Júnior,""Baré Júnior"",""1"""
"Inovepro Empresa Júnior,""Baré Júnior"",""3"""
"Inovepro Empresa Júnior,""Baré Júnior"",""1"""
"Inovepro Empresa Júnior,""Baré Júnior"",""0"""
"Ápice Consultoria Jr.,""FEJEMG"",""2"""
"Ápice Consultoria Jr.,""FEJEMG"",""2"""
"Ápice Consultoria Jr.,""FEJEMG"",""1"""
"Ápice Consultoria Jr.,""FEJEMG"",""0"""
"Luminus Jr.,""UNIJr-BA"",""1"""
"Luminus Jr.,""UNIJr-BA"",""0"""
"Luminus Jr.,""UNIJr-BA"",""1"""
"Luminus Jr.,""UNIJr-BA"",""0"""
"Estratégica Empresa Júnior de Administração da UFMA,""Maranhão Júnior"",""0"""
"Estratégica Empresa Júnior de Administração da UFMA,""Maranhão Júnior"",""1"""
"Estratégica Empresa Júnior de Administração da UFMA,""Maranhão Júnior"",""0"""
"Estratégica Empresa Júnior de Administração da UFMA,""Maranhão Júnior"",""0"""
"Quanta Jr,""FEJESP"",""3"""
"Quanta Jr,""FEJESP"",""5"""
"Quanta Jr,""FEJESP"",""1"""
"Quanta Jr,""FEJESP"",""0"""
"CJA - Consultores Juniores Associados/Ufes,""Juniores"",""0"""
"CJA - Consultores Juniores Associados/Ufes,""Juniores"",""4"""
"CJA - Consultores Juniores Associados/Ufes,""Juniores"",""4"""
"CJA - Consultores Juniores Associados/Ufes,""Juniores"",""2"""
"Edificar Engenharia Jr,""FEMTEJ"",""0"""
"Edificar Engenharia Jr,""FEMTEJ"",""0"""
"Edificar Engenharia Jr,""FEMTEJ"",""0"""
"Edificar Engenharia Jr,""FEMTEJ"",""0"""
"CAP Jr Consultoria,""FEJESP"",""0"""
"CAP Jr Consultoria,""FEJESP"",""0"""
"CAP Jr Consultoria,""FEJESP"",""1"""
"CAP Jr Consultoria,""FEJESP"",""0"""
"EME Jr.,""FEJERS"",""1"""
"EME Jr.,""FEJERS"",""1"""
"EME Jr.,""FEJERS"",""0"""
"EME Jr.,""FEJERS"",""0"""
"FLORESTA JR. ASSESSORIA AMBIENTAL,""FEJERO"",""0"""
"FLORESTA JR. ASSESSORIA AMBIENTAL,""FEJERO"",""0"""
"FLORESTA JR. ASSESSORIA AMBIENTAL,""FEJERO"",""0"""
"FLORESTA JR. ASSESSORIA AMBIENTAL,""FEJERO"",""0"""
"Pilares Consultoria Junior de Engenharia Civil,""PB Júnior"",""0"""
"Pilares Consultoria Junior de Engenharia Civil,""PB Júnior"",""0"""
"Pilares Consultoria Junior de Engenharia Civil,""PB Júnior"",""0"""
"Pilares Consultoria Junior de Engenharia Civil,""PB Júnior"",""1"""
"ECOSIN Soluções Ambientais,""RN Júnior"",""12"""
"ECOSIN Soluções Ambientais,""RN Júnior"",""0"""
"ECOSIN Soluções Ambientais,""RN Júnior"",""0"""
"ECOSIN Soluções Ambientais,""RN Júnior"",""0"""
"Pórticos Empresa Júnior de Engenharia Civil,""FEJEPAR"",""4"""
"Pórticos Empresa Júnior de Engenharia Civil,""FEJEPAR"",""1"""
"Pórticos Empresa Júnior de Engenharia Civil,""FEJEPAR"",""1"""
"Pórticos Empresa Júnior de Engenharia Civil,""FEJEPAR"",""1"""
"Global Jr.,""FEJERS"",""1"""
"Global Jr.,""FEJERS"",""0"""
"Global Jr.,""FEJERS"",""0"""
"Global Jr.,""FEJERS"",""0"""
"Rural Consultoria Junior,""RioJunior"",""0"""
"Rural Consultoria Junior,""RioJunior"",""0"""
"Rural Consultoria Junior,""RioJunior"",""0"""
"Rural Consultoria Junior,""RioJunior"",""0"""
"Cráton,""Concentro"",""1"""
"Cráton,""Concentro"",""3"""
"Cráton,""Concentro"",""1"""
"Cráton,""Concentro"",""0"""
"CT Junior,""Juniores"",""1"""
"CT Junior,""Juniores"",""2"""
"CT Junior,""Juniores"",""1"""
"CT Junior,""Juniores"",""0"""
"Engercon Jr,""FEJECE"",""0"""
"Engercon Jr,""FEJECE"",""0"""
"Engercon Jr,""FEJECE"",""0"""
"Engercon Jr,""FEJECE"",""0"""
"Genesys Biotecnologia,""Concentro"",""0"""
"Genesys Biotecnologia,""Concentro"",""0"""
"Genesys Biotecnologia,""Concentro"",""1"""
"Genesys Biotecnologia,""Concentro"",""3"""
"IPRO Jr. - Inovações em Projetos Júnior,""FEJEMG"",""0"""
"IPRO Jr. - Inovações em Projetos Júnior,""FEJEMG"",""1"""
"IPRO Jr. - Inovações em Projetos Júnior,""FEJEMG"",""2"""
"IPRO Jr. - Inovações em Projetos Júnior,""FEJEMG"",""1"""
"MORPHEUS.JR,""Juniores"",""0"""
"MORPHEUS.JR,""Juniores"",""0"""
"MORPHEUS.JR,""Juniores"",""0"""
"MORPHEUS.JR,""Juniores"",""0"""
"EdificarSe Engenharia & Projetos,""SERJÚNIOR"",""2"""
"EdificarSe Engenharia & Projetos,""SERJÚNIOR"",""0"""
"EdificarSe Engenharia & Projetos,""SERJÚNIOR"",""0"""
"EdificarSe Engenharia & Projetos,""SERJÚNIOR"",""0"""
"PROJIFTO - Empresa Júnior de Engenharia Civil do IFTO,""Tocantins Júnior"",""0"""
"PROJIFTO - Empresa Júnior de Engenharia Civil do IFTO,""Tocantins Júnior"",""0"""
"PROJIFTO - Empresa Júnior de Engenharia Civil do IFTO,""Tocantins Júnior"",""0"""
"PROJIFTO - Empresa Júnior de Engenharia Civil do IFTO,""Tocantins Júnior"",""0"""
"CERF - Soluções Tecnológicas,""PB Júnior"",""1"""
"CERF - Soluções Tecnológicas,""PB Júnior"",""0"""
"CERF - Soluções Tecnológicas,""PB Júnior"",""0"""
"CERF - Soluções Tecnológicas,""PB Júnior"",""0"""
"EESC jr.,""FEJESP"",""2"""
"EESC jr.,""FEJESP"",""2"""
"EESC jr.,""FEJESP"",""1"""
"EESC jr.,""FEJESP"",""0"""
"Propeq - Projeto e Pesquisa em Engenharia Química,""FEJESP"",""0"""
"Propeq - Projeto e Pesquisa em Engenharia Química,""FEJESP"",""0"""
"Propeq - Projeto e Pesquisa em Engenharia Química,""FEJESP"",""1"""
"Propeq - Projeto e Pesquisa em Engenharia Química,""FEJESP"",""0"""
"TRIUNITY CONSULTORIA JR,""FEJEMS"",""0"""
"TRIUNITY CONSULTORIA JR,""FEJEMS"",""0"""
"TRIUNITY CONSULTORIA JR,""FEJEMS"",""0"""
"TRIUNITY CONSULTORIA JR,""FEJEMS"",""0"""
"Farma Júnior,""FEJESP"",""2"""
"Farma Júnior,""FEJESP"",""0"""
"Farma Júnior,""FEJESP"",""3"""
"Farma Júnior,""FEJESP"",""0"""
"EmpNut,""FEJEMG"",""0"""
"EmpNut,""FEJEMG"",""1"""
"EmpNut,""FEJEMG"",""1"""
"EmpNut,""FEJEMG"",""6"""
"LEA Júnior Consultoria,""UNIJr-BA"",""0"""
"LEA Júnior Consultoria,""UNIJr-BA"",""0"""
"LEA Júnior Consultoria,""UNIJr-BA"",""0"""
"LEA Júnior Consultoria,""UNIJr-BA"",""0"""
"EJCOMP - Empresa Júnior de Ciência da Computação,""FEJESP"",""1"""
"EJCOMP - Empresa Júnior de Ciência da Computação,""FEJESP"",""1"""
"EJCOMP - Empresa Júnior de Ciência da Computação,""FEJESP"",""0"""
"EJCOMP - Empresa Júnior de Ciência da Computação,""FEJESP"",""0"""
"Edifica Soluções,""FEJECE"",""1"""
"Edifica Soluções,""FEJECE"",""1"""
"Edifica Soluções,""FEJECE"",""0"""
"Edifica Soluções,""FEJECE"",""1"""
"SELECT,""FEJEPAR"",""0"""
"SELECT,""FEJEPAR"",""0"""
"SELECT,""FEJEPAR"",""0"""
"SELECT,""FEJEPAR"",""0"""
"Renotec Júnior,""FEJEA"",""0"""
"Renotec Júnior,""FEJEA"",""0"""
"Renotec Júnior,""FEJEA"",""1"""
"Renotec Júnior,""FEJEA"",""0"""
"EJUVV,""Juniores"",""0"""
"EJUVV,""Juniores"",""0"""
"EJUVV,""Juniores"",""3"""
"EJUVV,""Juniores"",""1"""
"Altaflora Jr,""Pará Júnior"",""0"""
"Altaflora Jr,""Pará Júnior"",""0"""
"Altaflora Jr,""Pará Júnior"",""0"""
"Altaflora Jr,""Pará Júnior"",""0"""
"PETR-AM ,""Baré Júnior"",""0"""
"PETR-AM ,""Baré Júnior"",""0"""
"PETR-AM ,""Baré Júnior"",""0"""
"PETR-AM ,""Baré Júnior"",""0"""
"ICBjr,""FEJESP"",""0"""
"ICBjr,""FEJESP"",""1"""
"ICBjr,""FEJESP"",""0"""
"ICBjr,""FEJESP"",""0"""
"AEC Júnior,""FEJEA"",""0"""
"AEC Júnior,""FEJEA"",""2"""
"AEC Júnior,""FEJEA"",""0"""
"AEC Júnior,""FEJEA"",""0"""
"UP Engenharia,""FEJEPAR"",""0"""
"UP Engenharia,""FEJEPAR"",""0"""
"UP Engenharia,""FEJEPAR"",""9"""
"UP Engenharia,""FEJEPAR"",""2"""
"Júnior FEA-RP,""FEJESP"",""0"""
"Júnior FEA-RP,""FEJESP"",""3"""
"Júnior FEA-RP,""FEJESP"",""4"""
"Júnior FEA-RP,""FEJESP"",""0"""
"MASCI Consultoria Jr.,""FEJEMG"",""1"""
"MASCI Consultoria Jr.,""FEJEMG"",""1"""
"MASCI Consultoria Jr.,""FEJEMG"",""0"""
"MASCI Consultoria Jr.,""FEJEMG"",""0"""
"L2 Júnior Consultoria,""Concentro"",""0"""
"L2 Júnior Consultoria,""Concentro"",""0"""
"L2 Júnior Consultoria,""Concentro"",""0"""
"L2 Júnior Consultoria,""Concentro"",""0"""
"Consultoria Júnior Pública - FGV,""FEJESP"",""1"""
"Consultoria Júnior Pública - FGV,""FEJESP"",""0"""
"Consultoria Júnior Pública - FGV,""FEJESP"",""0"""
"Consultoria Júnior Pública - FGV,""FEJESP"",""0"""
"Meta Consultoria,""FEJEMG"",""3"""
"Meta Consultoria,""FEJEMG"",""0"""
"Meta Consultoria,""FEJEMG"",""1"""
"Meta Consultoria,""FEJEMG"",""0"""
"DNADM Consultoria,""FEJEMG"",""0"""
"DNADM Consultoria,""FEJEMG"",""1"""
"DNADM Consultoria,""FEJEMG"",""0"""
"DNADM Consultoria,""FEJEMG"",""0"""
"Esamb,""FEJEMG"",""1"""
"Esamb,""FEJEMG"",""1"""
"Esamb,""FEJEMG"",""1"""
"Esamb,""FEJEMG"",""0"""
"OTIMIZA EMPRESA JUNIOR,""FEJESP"",""0"""
"OTIMIZA EMPRESA JUNIOR,""FEJESP"",""1"""
"OTIMIZA EMPRESA JUNIOR,""FEJESP"",""0"""
"OTIMIZA EMPRESA JUNIOR,""FEJESP"",""0"""
"Consulte Jr - UEFS,""UNIJr-BA"",""0"""
"Consulte Jr - UEFS,""UNIJr-BA"",""0"""
"Consulte Jr - UEFS,""UNIJr-BA"",""0"""
"Consulte Jr - UEFS,""UNIJr-BA"",""0"""
"Watt Consultoria,""FEJEPE"",""1"""
"Watt Consultoria,""FEJEPE"",""0"""
"Watt Consultoria,""FEJEPE"",""0"""
"Watt Consultoria,""FEJEPE"",""0"""
"SIGMAX - Soluções Empresariais,""FEJEMS"",""0"""
"SIGMAX - Soluções Empresariais,""FEJEMS"",""1"""
"SIGMAX - Soluções Empresariais,""FEJEMS"",""1"""
"SIGMAX - Soluções Empresariais,""FEJEMS"",""0"""
"InFocus Jr,""Pará Júnior"",""0"""
"InFocus Jr,""Pará Júnior"",""0"""
"InFocus Jr,""Pará Júnior"",""1"""
"InFocus Jr,""Pará Júnior"",""0"""
"JekuaAve ,""FEJEMS"",""0"""
"JekuaAve ,""FEJEMS"",""0"""
"JekuaAve ,""FEJEMS"",""0"""
"JekuaAve ,""FEJEMS"",""0"""
"iDealize Júnior,""FEJESC"",""0"""
"iDealize Júnior,""FEJESC"",""2"""
"iDealize Júnior,""FEJESC"",""0"""
"iDealize Júnior,""FEJESC"",""0"""
"Humaniza Consultoria Júnior em Gestão de Pessoas,""Goiás Júnior"",""0"""
"Humaniza Consultoria Júnior em Gestão de Pessoas,""Goiás Júnior"",""0"""
"Humaniza Consultoria Júnior em Gestão de Pessoas,""Goiás Júnior"",""0"""
"Humaniza Consultoria Júnior em Gestão de Pessoas,""Goiás Júnior"",""0"""
"AZTEC,""Juniores"",""0"""
"AZTEC,""Juniores"",""0"""
"AZTEC,""Juniores"",""0"""
"AZTEC,""Juniores"",""0"""
"Arco - Consultoria em Arquitetura e Design,""Baré Júnior"",""1"""
"Arco - Consultoria em Arquitetura e Design,""Baré Júnior"",""2"""
"Arco - Consultoria em Arquitetura e Design,""Baré Júnior"",""2"""
"Arco - Consultoria em Arquitetura e Design,""Baré Júnior"",""2"""
"EJECT,""RN Júnior"",""5"""
"EJECT,""RN Júnior"",""1"""
"EJECT,""RN Júnior"",""5"""
"EJECT,""RN Júnior"",""2"""
"Nautilus Consultoria,""FEJEPE"",""0"""
"Nautilus Consultoria,""FEJEPE"",""0"""
"Nautilus Consultoria,""FEJEPE"",""0"""
"Nautilus Consultoria,""FEJEPE"",""0"""
"STARTEQ Engenharia,""SERJÚNIOR"",""1"""
"STARTEQ Engenharia,""SERJÚNIOR"",""2"""
"STARTEQ Engenharia,""SERJÚNIOR"",""1"""
"STARTEQ Engenharia,""SERJÚNIOR"",""1"""
"Click Júnior,""Juniores"",""1"""
"Click Júnior,""Juniores"",""1"""
"Click Júnior,""Juniores"",""1"""
"Click Júnior,""Juniores"",""0"""
"CPEn Jr,""FEJERS"",""0"""
"CPEn Jr,""FEJERS"",""0"""
"CPEn Jr,""FEJERS"",""0"""
"CPEn Jr,""FEJERS"",""0"""
"JEF - CONSULTORIA TECNOLÓGICA,""FEJEMS"",""0"""
"JEF - CONSULTORIA TECNOLÓGICA,""FEJEMS"",""0"""
"JEF - CONSULTORIA TECNOLÓGICA,""FEJEMS"",""0"""
"JEF - CONSULTORIA TECNOLÓGICA,""FEJEMS"",""0"""
"Júnior Legis: Consultoria Jurídica ,""FEJEA"",""0"""
"Júnior Legis: Consultoria Jurídica ,""FEJEA"",""0"""
"Júnior Legis: Consultoria Jurídica ,""FEJEA"",""0"""
"Júnior Legis: Consultoria Jurídica ,""FEJEA"",""0"""
"Inovagro Jr,""FEJEPE"",""2"""
"Inovagro Jr,""FEJEPE"",""2"""
"Inovagro Jr,""FEJEPE"",""1"""
"Inovagro Jr,""FEJEPE"",""0"""
"RENOVE JR. SOLUÇÕES AMBIENTAIS ,""FEJERS"",""0"""
"RENOVE JR. SOLUÇÕES AMBIENTAIS ,""FEJERS"",""1"""
"RENOVE JR. SOLUÇÕES AMBIENTAIS ,""FEJERS"",""0"""
"RENOVE JR. SOLUÇÕES AMBIENTAIS ,""FEJERS"",""0"""
"Agrocon Júnior,""PB Júnior"",""0"""
"Agrocon Júnior,""PB Júnior"",""3"""
"Agrocon Júnior,""PB Júnior"",""0"""
"Agrocon Júnior,""PB Júnior"",""0"""
"ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,""RN Júnior"",""31"""
"ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,""RN Júnior"",""15"""
"ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,""RN Júnior"",""342"""
"ACONT - ASSESSORIA E CONSULTORIA CONTÁBIL,""RN Júnior"",""91"""
"UFAC Florestal Júnior,""Acre Júnior"",""0"""
"UFAC Florestal Júnior,""Acre Júnior"",""0"""
"UFAC Florestal Júnior,""Acre Júnior"",""0"""
"UFAC Florestal Júnior,""Acre Júnior"",""0"""
"Cenagri Jr.,""FEJESP"",""1"""
"Cenagri Jr.,""FEJESP"",""0"""
"Cenagri Jr.,""FEJESP"",""0"""
"Cenagri Jr.,""FEJESP"",""3"""
"Insper Jr Consulting,""FEJESP"",""2"""
"Insper Jr Consulting,""FEJESP"",""3"""
"Insper Jr Consulting,""FEJESP"",""0"""
"Insper Jr Consulting,""FEJESP"",""0"""
"LS Consultoria Júnior,""FEJESP"",""1"""
"LS Consultoria Júnior,""FEJESP"",""0"""
"LS Consultoria Júnior,""FEJESP"",""1"""
"LS Consultoria Júnior,""FEJESP"",""3"""
"VIA Jr Consultoria e Projetos,""FEJEMG"",""0"""
"VIA Jr Consultoria e Projetos,""FEJEMG"",""1"""
"VIA Jr Consultoria e Projetos,""FEJEMG"",""0"""
"VIA Jr Consultoria e Projetos,""FEJEMG"",""0"""
"CONSELT,""FEJEMG"",""1"""
"CONSELT,""FEJEMG"",""0"""
"CONSELT,""FEJEMG"",""4"""
"CONSELT,""FEJEMG"",""1"""
