"EMPRESA,FED,""PROJETOS"""
"Ábaco Consultoria Contábil Júnior,""Concentro"",""3"""
"Ábaco Consultoria Contábil Júnior,""Concentro"",""6"""
"Ábaco Consultoria Contábil Júnior,""Concentro"",""1"""
"Inovar Eco Empresa Júnior,""Maranhão Júnior"",""0"""
"Inovar Eco Empresa Júnior,""Maranhão Júnior"",""0"""
"Inovar Eco Empresa Júnior,""Maranhão Júnior"",""0"""
"Inovar Eco Empresa Júnior,""Maranhão Júnior"",""0"""
"Facto Empresa Junior de Comunicação,""Concentro"",""2"""
"Facto Empresa Junior de Comunicação,""Concentro"",""2"""
"Facto Empresa Junior de Comunicação,""Concentro"",""3"""
"Facto Empresa Junior de Comunicação,""Concentro"",""3"""
"Ethos Consultoria Jr.,""FEJEPE"",""0"""
"Ethos Consultoria Jr.,""FEJEPE"",""10"""
"Ethos Consultoria Jr.,""FEJEPE"",""0"""
"Ethos Consultoria Jr.,""FEJEPE"",""0"""
"AMPLA - Consultoria Júnior,""Tocantins Júnior"",""0"""
"AMPLA - Consultoria Júnior,""Tocantins Júnior"",""0"""
"AMPLA - Consultoria Júnior,""Tocantins Júnior"",""0"""
"AMPLA - Consultoria Júnior,""Tocantins Júnior"",""0"""
"Lignum Ambiental Jr.,""RioJunior"",""2"""
"Lignum Ambiental Jr.,""RioJunior"",""0"""
"Lignum Ambiental Jr.,""RioJunior"",""0"""
"Lignum Ambiental Jr.,""RioJunior"",""0"""
"Potencial - Consultoria e Projetos Elétricos,""FEJESP"",""0"""
"Potencial - Consultoria e Projetos Elétricos,""FEJESP"",""0"""
"Potencial - Consultoria e Projetos Elétricos,""FEJESP"",""1"""
"Potencial - Consultoria e Projetos Elétricos,""FEJESP"",""0"""
"TRIEQ,""FEJEMG"",""0"""
"TRIEQ,""FEJEMG"",""1"""
"TRIEQ,""FEJEMG"",""0"""
"TRIEQ,""FEJEMG"",""1"""
"Atom Jr.,""FEJESP"",""0"""
"Atom Jr.,""FEJESP"",""1"""
"Atom Jr.,""FEJESP"",""0"""
"Atom Jr.,""FEJESP"",""0"""
"ECONCI Engenharia JR,""FEJERO"",""0"""
"ECONCI Engenharia JR,""FEJERO"",""0"""
"ECONCI Engenharia JR,""FEJERO"",""0"""
"ECONCI Engenharia JR,""FEJERO"",""0"""
"MAJ - Mecatrônica e Automação Júnior,""FEJESC"",""2"""
"MAJ - Mecatrônica e Automação Júnior,""FEJESC"",""0"""
"MAJ - Mecatrônica e Automação Júnior,""FEJESC"",""2"""
"MAJ - Mecatrônica e Automação Júnior,""FEJESC"",""0"""
"LEVE Consultoria e Gestão de Projetos,""RioJunior"",""0"""
"LEVE Consultoria e Gestão de Projetos,""RioJunior"",""0"""
"LEVE Consultoria e Gestão de Projetos,""RioJunior"",""2"""
"LEVE Consultoria e Gestão de Projetos,""RioJunior"",""0"""
"Nutri Jr. USP,""FEJESP"",""10"""
"Nutri Jr. USP,""FEJESP"",""2"""
"Nutri Jr. USP,""FEJESP"",""7"""
"Nutri Jr. USP,""FEJESP"",""0"""
"ALPE Engenharia,""RN Júnior"",""3"""
"ALPE Engenharia,""RN Júnior"",""1"""
"ALPE Engenharia,""RN Júnior"",""1"""
"ALPE Engenharia,""RN Júnior"",""0"""
"Uni-FACEF Júnior,""FEJESP"",""1"""
"Uni-FACEF Júnior,""FEJESP"",""1"""
"Uni-FACEF Júnior,""FEJESP"",""3"""
"Uni-FACEF Júnior,""FEJESP"",""0"""
"PRESERVARE,""FEJEPAR"",""0"""
"PRESERVARE,""FEJEPAR"",""2"""
"PRESERVARE,""FEJEPAR"",""0"""
"PRESERVARE,""FEJEPAR"",""0"""
"ZOOT Jr.,""FEJESP"",""0"""
"ZOOT Jr.,""FEJESP"",""1"""
"ZOOT Jr.,""FEJESP"",""0"""
"ZOOT Jr.,""FEJESP"",""1"""
"EJAUFS Consultoria,""SERJÚNIOR"",""0"""
"EJAUFS Consultoria,""SERJÚNIOR"",""0"""
"EJAUFS Consultoria,""SERJÚNIOR"",""0"""
"EJAUFS Consultoria,""SERJÚNIOR"",""0"""
"Empresa Junior Batuque,""FEJEA"",""4"""
"Empresa Junior Batuque,""FEJEA"",""2"""
"Empresa Junior Batuque,""FEJEA"",""3"""
"Empresa Junior Batuque,""FEJEA"",""0"""
"Campe Consultoria Jr,""FEJEMG"",""2"""
"Campe Consultoria Jr,""FEJEMG"",""3"""
"Campe Consultoria Jr,""FEJEMG"",""10"""
"Campe Consultoria Jr,""FEJEMG"",""3"""
"Ejel - Consultoria e Projetos Elétricos Jr.,""FEJEMG"",""1"""
"Ejel - Consultoria e Projetos Elétricos Jr.,""FEJEMG"",""3"""
"Ejel - Consultoria e Projetos Elétricos Jr.,""FEJEMG"",""1"""
"Ejel - Consultoria e Projetos Elétricos Jr.,""FEJEMG"",""3"""
"UP Consultoria Jr.,""FEJEMG"",""1"""
"UP Consultoria Jr.,""FEJEMG"",""2"""
"UP Consultoria Jr.,""FEJEMG"",""2"""
"UP Consultoria Jr.,""FEJEMG"",""0"""
"ENETEC - Consultoria Júnior,""Concentro"",""2"""
"ENETEC - Consultoria Júnior,""Concentro"",""1"""
"ENETEC - Consultoria Júnior,""Concentro"",""3"""
"ENETEC - Consultoria Júnior,""Concentro"",""0"""
"Brava Consultoria Jr.,""Goiás Júnior"",""0"""
"Brava Consultoria Jr.,""Goiás Júnior"",""1"""
"Brava Consultoria Jr.,""Goiás Júnior"",""1"""
"Brava Consultoria Jr.,""Goiás Júnior"",""5"""
"Include Engenharia,""RN Júnior"",""3"""
"Include Engenharia,""RN Júnior"",""2"""
"Include Engenharia,""RN Júnior"",""0"""
"Include Engenharia,""RN Júnior"",""0"""
"PROENGE Empresa Júnior,""Goiás Júnior"",""0"""
"PROENGE Empresa Júnior,""Goiás Júnior"",""0"""
"PROENGE Empresa Júnior,""Goiás Júnior"",""3"""
"PROENGE Empresa Júnior,""Goiás Júnior"",""0"""
"AZ Consultoria,""Baré Júnior"",""0"""
"AZ Consultoria,""Baré Júnior"",""0"""
"AZ Consultoria,""Baré Júnior"",""11"""
"AZ Consultoria,""Baré Júnior"",""2"""
"In Loco Jr,""FEJEMG"",""0"""
"In Loco Jr,""FEJEMG"",""0"""
"In Loco Jr,""FEJEMG"",""0"""
"In Loco Jr,""FEJEMG"",""1"""
"Focus Consultoria,""RioJunior"",""1"""
"Focus Consultoria,""RioJunior"",""1"""
"Focus Consultoria,""RioJunior"",""0"""
"Focus Consultoria,""RioJunior"",""0"""
"RPjr,""FEJESP"",""0"""
"RPjr,""FEJESP"",""0"""
"RPjr,""FEJESP"",""1"""
"RPjr,""FEJESP"",""2"""
"Empresa Jr Analize - Assessoria Agropecuária,""FEJESC"",""0"""
"Empresa Jr Analize - Assessoria Agropecuária,""FEJESC"",""0"""
"Empresa Jr Analize - Assessoria Agropecuária,""FEJESC"",""0"""
"Empresa Jr Analize - Assessoria Agropecuária,""FEJESC"",""0"""
"Prosseq Jr,""Pará Júnior"",""0"""
"Prosseq Jr,""Pará Júnior"",""0"""
"Prosseq Jr,""Pará Júnior"",""0"""
"Prosseq Jr,""Pará Júnior"",""0"""
"CATI Jr.,""FEJESP"",""0"""
"CATI Jr.,""FEJESP"",""0"""
"CATI Jr.,""FEJESP"",""0"""
"CATI Jr.,""FEJESP"",""0"""
"Strategos Consultoria Política Jr.,""Concentro"",""3"""
"Strategos Consultoria Política Jr.,""Concentro"",""3"""
"Strategos Consultoria Política Jr.,""Concentro"",""0"""
"Strategos Consultoria Política Jr.,""Concentro"",""0"""
"Atena Jr,""FEJERS"",""2"""
"Atena Jr,""FEJERS"",""1"""
"Atena Jr,""FEJERS"",""0"""
"Atena Jr,""FEJERS"",""1"""
"3E-UEL,""FEJEPAR"",""0"""
"3E-UEL,""FEJEPAR"",""0"""
"3E-UEL,""FEJEPAR"",""0"""
"3E-UEL,""FEJEPAR"",""1"""
"Açafrão Jr.,""FEJERS"",""0"""
"Açafrão Jr.,""FEJERS"",""0"""
"Açafrão Jr.,""FEJERS"",""0"""
"Açafrão Jr.,""FEJERS"",""0"""
"Marisma Empresa Júnior de Oceanografia,""Maranhão Júnior"",""0"""
"Marisma Empresa Júnior de Oceanografia,""Maranhão Júnior"",""0"""
"Marisma Empresa Júnior de Oceanografia,""Maranhão Júnior"",""0"""
"Marisma Empresa Júnior de Oceanografia,""Maranhão Júnior"",""0"""
"LEX - Empresa Júnior de Direito da UEL,""FEJEPAR"",""2"""
"LEX - Empresa Júnior de Direito da UEL,""FEJEPAR"",""1"""
"LEX - Empresa Júnior de Direito da UEL,""FEJEPAR"",""6"""
"LEX - Empresa Júnior de Direito da UEL,""FEJEPAR"",""0"""
"Tetra Jr,""FEJEMG"",""0"""
"Tetra Jr,""FEJEMG"",""0"""
"Tetra Jr,""FEJEMG"",""0"""
"Tetra Jr,""FEJEMG"",""0"""
"Teófilos - Assessoria e Consultoria Farmacêutica Júnior,""FEJEPAR"",""0"""
"Teófilos - Assessoria e Consultoria Farmacêutica Júnior,""FEJEPAR"",""0"""
"Teófilos - Assessoria e Consultoria Farmacêutica Júnior,""FEJEPAR"",""0"""
"Teófilos - Assessoria e Consultoria Farmacêutica Júnior,""FEJEPAR"",""1"""
"Cria UFMG,""FEJEMG"",""0"""
"Cria UFMG,""FEJEMG"",""6"""
"Cria UFMG,""FEJEMG"",""1"""
"Cria UFMG,""FEJEMG"",""0"""
"Ágil Engenharia Júnior ,""Maranhão Júnior"",""0"""
"Ágil Engenharia Júnior ,""Maranhão Júnior"",""0"""
"Ágil Engenharia Júnior ,""Maranhão Júnior"",""0"""
"Ágil Engenharia Júnior ,""Maranhão Júnior"",""0"""
"Vulcano Empresa Jr,""FEJEPAR"",""0"""
"Vulcano Empresa Jr,""FEJEPAR"",""0"""
"Vulcano Empresa Jr,""FEJEPAR"",""0"""
"Vulcano Empresa Jr,""FEJEPAR"",""3"""
"IAG Júnior,""FEJESP"",""0"""
"IAG Júnior,""FEJESP"",""10"""
"IAG Júnior,""FEJESP"",""0"""
"IAG Júnior,""FEJESP"",""0"""
"ENEjr,""FEJESC"",""0"""
"ENEjr,""FEJESC"",""0"""
"ENEjr,""FEJESC"",""1"""
"ENEjr,""FEJESC"",""1"""
"Patamar Consultoria E.J.,""RioJunior"",""1"""
"Patamar Consultoria E.J.,""RioJunior"",""0"""
"Patamar Consultoria E.J.,""RioJunior"",""2"""
"Patamar Consultoria E.J.,""RioJunior"",""0"""
"ESATI ,""FEJESC"",""1"""
"ESATI ,""FEJESC"",""0"""
"ESATI ,""FEJESC"",""0"""
"ESATI ,""FEJESC"",""0"""
"Prisma - Empresa Júnior de Engenharia Química da UFBa,""UNIJr-BA"",""0"""
"Prisma - Empresa Júnior de Engenharia Química da UFBa,""UNIJr-BA"",""2"""
"Prisma - Empresa Júnior de Engenharia Química da UFBa,""UNIJr-BA"",""0"""
"Prisma - Empresa Júnior de Engenharia Química da UFBa,""UNIJr-BA"",""0"""
"Trifase Engenharia Júnior,""RN Júnior"",""0"""
"Trifase Engenharia Júnior,""RN Júnior"",""0"""
"Trifase Engenharia Júnior,""RN Júnior"",""0"""
"Trifase Engenharia Júnior,""RN Júnior"",""0"""
"ELO Júnior Engenharias e Arquitetura,""Goiás Júnior"",""0"""
"ELO Júnior Engenharias e Arquitetura,""Goiás Júnior"",""3"""
"ELO Júnior Engenharias e Arquitetura,""Goiás Júnior"",""13"""
"ELO Júnior Engenharias e Arquitetura,""Goiás Júnior"",""3"""
"GeoMaps Consultoria,""FEJECE"",""1"""
"GeoMaps Consultoria,""FEJECE"",""1"""
"GeoMaps Consultoria,""FEJECE"",""1"""
"GeoMaps Consultoria,""FEJECE"",""1"""
"Mude! UFMG Jr. ,""FEJEMG"",""1"""
"Mude! UFMG Jr. ,""FEJEMG"",""2"""
"Mude! UFMG Jr. ,""FEJEMG"",""1"""
"Mude! UFMG Jr. ,""FEJEMG"",""0"""
"h7 - Engenharia Mecânica,""FEJEPAR"",""0"""
"h7 - Engenharia Mecânica,""FEJEPAR"",""0"""
"h7 - Engenharia Mecânica,""FEJEPAR"",""1"""
"h7 - Engenharia Mecânica,""FEJEPAR"",""0"""
"Pacta,""Concentro"",""0"""
"Pacta,""Concentro"",""0"""
"Pacta,""Concentro"",""0"""
"Pacta,""Concentro"",""0"""
"Novare Consultoria ,""Baré Júnior"",""0"""
"Novare Consultoria ,""Baré Júnior"",""2"""
"Novare Consultoria ,""Baré Júnior"",""3"""
"Novare Consultoria ,""Baré Júnior"",""0"""
"Engenharia de Materiais Júnior  EMa-Jr,""FEJEPAR"",""0"""
"Engenharia de Materiais Júnior  EMa-Jr,""FEJEPAR"",""0"""
"Engenharia de Materiais Júnior  EMa-Jr,""FEJEPAR"",""6"""
"Engenharia de Materiais Júnior  EMa-Jr,""FEJEPAR"",""1"""
"Projeta Júnior,""Juniores"",""0"""
"Projeta Júnior,""Juniores"",""0"""
"Projeta Júnior,""Juniores"",""1"""
"Projeta Júnior,""Juniores"",""2"""
"AGROBIO Consultoria júnior,""FEJEMG"",""1"""
"AGROBIO Consultoria júnior,""FEJEMG"",""0"""
"AGROBIO Consultoria júnior,""FEJEMG"",""0"""
"AGROBIO Consultoria júnior,""FEJEMG"",""0"""
"PSIQUE,""FEJEPAR"",""0"""
"PSIQUE,""FEJEPAR"",""1"""
"PSIQUE,""FEJEPAR"",""0"""
"PSIQUE,""FEJEPAR"",""0"""
"EJECart - Empresa Júnior de Engenharia Cartográfica,""FEJESP"",""0"""
"EJECart - Empresa Júnior de Engenharia Cartográfica,""FEJESP"",""0"""
"EJECart - Empresa Júnior de Engenharia Cartográfica,""FEJESP"",""3"""
"EJECart - Empresa Júnior de Engenharia Cartográfica,""FEJESP"",""1"""
"Produza Consultoria Júnior,""FEJEMG"",""0"""
"Produza Consultoria Júnior,""FEJEMG"",""1"""
"Produza Consultoria Júnior,""FEJEMG"",""0"""
"Produza Consultoria Júnior,""FEJEMG"",""1"""
"Biomedic Júnior,""RN Júnior"",""1"""
"Biomedic Júnior,""RN Júnior"",""0"""
"Biomedic Júnior,""RN Júnior"",""0"""
"Biomedic Júnior,""RN Júnior"",""1"""
"Empresa Júnior IDE,""FEJERS"",""0"""
"Empresa Júnior IDE,""FEJERS"",""0"""
"Empresa Júnior IDE,""FEJERS"",""0"""
"Empresa Júnior IDE,""FEJERS"",""0"""
"UP Foods - Empresa Júnior de Engenharia de Alimentos,""FEJEPAR"",""0"""
"UP Foods - Empresa Júnior de Engenharia de Alimentos,""FEJEPAR"",""1"""
"UP Foods - Empresa Júnior de Engenharia de Alimentos,""FEJEPAR"",""0"""
"UP Foods - Empresa Júnior de Engenharia de Alimentos,""FEJEPAR"",""0"""
"Campic Consultoria Jr.,""FEJEMG"",""2"""
"Campic Consultoria Jr.,""FEJEMG"",""0"""
"Campic Consultoria Jr.,""FEJEMG"",""0"""
"Campic Consultoria Jr.,""FEJEMG"",""0"""
"Construtiva Jr,""FEJECE"",""7"""
"Construtiva Jr,""FEJECE"",""10"""
"Construtiva Jr,""FEJECE"",""3"""
"Construtiva Jr,""FEJECE"",""2"""
"Grupo Gestão,""Concentro"",""8"""
"Grupo Gestão,""Concentro"",""20"""
"Grupo Gestão,""Concentro"",""7"""
"Grupo Gestão,""Concentro"",""0"""
"TM Jr,""UNIJr-BA"",""0"""
"TM Jr,""UNIJr-BA"",""0"""
"TM Jr,""UNIJr-BA"",""0"""
"TM Jr,""UNIJr-BA"",""0"""
"EnAção Consultoria Jr,""Goiás Júnior"",""0"""
"EnAção Consultoria Jr,""Goiás Júnior"",""0"""
"EnAção Consultoria Jr,""Goiás Júnior"",""0"""
"EnAção Consultoria Jr,""Goiás Júnior"",""0"""
"TechVet Júnior,""FEJERS"",""1"""
"TechVet Júnior,""FEJERS"",""0"""
"TechVet Júnior,""FEJERS"",""1"""
"TechVet Júnior,""FEJERS"",""0"""
"Materiais Júnior,""FEJESP"",""0"""
"Materiais Júnior,""FEJESP"",""8"""
"Materiais Júnior,""FEJESP"",""1"""
"Materiais Júnior,""FEJESP"",""1"""
"Rastro Agência Jr.,""FEJECE"",""1"""
"Rastro Agência Jr.,""FEJECE"",""2"""
"Rastro Agência Jr.,""FEJECE"",""10"""
"Rastro Agência Jr.,""FEJECE"",""0"""
"Múltipla Júnior,""FEJEMS"",""0"""
"Múltipla Júnior,""FEJEMS"",""1"""
"Múltipla Júnior,""FEJEMS"",""0"""
"Múltipla Júnior,""FEJEMS"",""0"""
"Pulso Consultoria,""RioJunior"",""1"""
"Pulso Consultoria,""RioJunior"",""2"""
"Pulso Consultoria,""RioJunior"",""3"""
"Pulso Consultoria,""RioJunior"",""5"""
"Melius Empresa Junior ,""FEJEMG"",""0"""
"Melius Empresa Junior ,""FEJEMG"",""0"""
"Melius Empresa Junior ,""FEJEMG"",""0"""
"Melius Empresa Junior ,""FEJEMG"",""1"""
"Pharmazon Jr.,""Baré Júnior"",""0"""
"Pharmazon Jr.,""Baré Júnior"",""0"""
"Pharmazon Jr.,""Baré Júnior"",""1"""
"Pharmazon Jr.,""Baré Júnior"",""0"""
"Enfitec Júnior,""FEJERS"",""0"""
"Enfitec Júnior,""FEJERS"",""1"""
"Enfitec Júnior,""FEJERS"",""0"""
"Enfitec Júnior,""FEJERS"",""0"""
"BRENT Engenharia,""RN Júnior"",""0"""
"BRENT Engenharia,""RN Júnior"",""0"""
"BRENT Engenharia,""RN Júnior"",""0"""
"BRENT Engenharia,""RN Júnior"",""0"""
"Análise Consultoria Econômica,""Piauí Júnior"",""0"""
"Análise Consultoria Econômica,""Piauí Júnior"",""0"""
"Análise Consultoria Econômica,""Piauí Júnior"",""0"""
"Análise Consultoria Econômica,""Piauí Júnior"",""0"""
"Mecaniza Jr,""FEJECE"",""2"""
"Mecaniza Jr,""FEJECE"",""0"""
"Mecaniza Jr,""FEJECE"",""1"""
"Mecaniza Jr,""FEJECE"",""0"""
"EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,""FEJESP"",""10"""
"EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,""FEJESP"",""4"""
"EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,""FEJESP"",""5"""
"EJENUTRI - Empresa Júnior dos Estudantes de Nutrição,""FEJESP"",""16"""
"Ciclo Jr.,""FEJECE"",""7"""
"Ciclo Jr.,""FEJECE"",""15"""
"Ciclo Jr.,""FEJECE"",""1"""
"Ciclo Jr.,""FEJECE"",""0"""
"Alicerce Empresa Júnior de Engenharia Civil,""FEJESP"",""0"""
"Alicerce Empresa Júnior de Engenharia Civil,""FEJESP"",""1"""
"Alicerce Empresa Júnior de Engenharia Civil,""FEJESP"",""0"""
"Alicerce Empresa Júnior de Engenharia Civil,""FEJESP"",""1"""
"EJE - Empresa Júnior de Estatística,""FEJESP"",""2"""
"EJE - Empresa Júnior de Estatística,""FEJESP"",""0"""
"EJE - Empresa Júnior de Estatística,""FEJESP"",""1"""
"EJE - Empresa Júnior de Estatística,""FEJESP"",""0"""
"VALOR Empresa Junior,""Maranhão Júnior"",""0"""
"VALOR Empresa Junior,""Maranhão Júnior"",""0"""
"VALOR Empresa Junior,""Maranhão Júnior"",""1"""
"VALOR Empresa Junior,""Maranhão Júnior"",""0"""
"DECON,""PB Júnior"",""0"""
"DECON,""PB Júnior"",""0"""
"DECON,""PB Júnior"",""0"""
"DECON,""PB Júnior"",""0"""
"Concretize Jr,""UNIJr-BA"",""3"""
"Concretize Jr,""UNIJr-BA"",""5"""
"Concretize Jr,""UNIJr-BA"",""6"""
"Concretize Jr,""UNIJr-BA"",""7"""
"PS Júnior,""FEJERS"",""5"""
"PS Júnior,""FEJERS"",""2"""
"PS Júnior,""FEJERS"",""5"""
"PS Júnior,""FEJERS"",""1"""
"Pupila Audiovisual,""Concentro"",""5"""
"Pupila Audiovisual,""Concentro"",""3"""
"Pupila Audiovisual,""Concentro"",""1"""
"Pupila Audiovisual,""Concentro"",""1"""
"Holística,""Pará Júnior"",""0"""
"Holística,""Pará Júnior"",""3"""
"Holística,""Pará Júnior"",""0"""
"Holística,""Pará Júnior"",""0"""
"Colucci Consultoria Jurídica Júnior,""FEJEMG"",""5"""
"Colucci Consultoria Jurídica Júnior,""FEJEMG"",""6"""
"Colucci Consultoria Jurídica Júnior,""FEJEMG"",""8"""
"Colucci Consultoria Jurídica Júnior,""FEJEMG"",""5"""
"Delfos,""FEJEPAR"",""0"""
"Delfos,""FEJEPAR"",""1"""
"Delfos,""FEJEPAR"",""0"""
"Delfos,""FEJEPAR"",""0"""
"Premium Consultoria,""FEJECE"",""0"""
"Premium Consultoria,""FEJECE"",""1"""
"Premium Consultoria,""FEJECE"",""0"""
"Premium Consultoria,""FEJECE"",""1"""
"Portal Empresa Júnior de Engenharia Civil - PENGE,""Roraima Júnior"",""0"""
"Portal Empresa Júnior de Engenharia Civil - PENGE,""Roraima Júnior"",""0"""
"Portal Empresa Júnior de Engenharia Civil - PENGE,""Roraima Júnior"",""0"""
"Portal Empresa Júnior de Engenharia Civil - PENGE,""Roraima Júnior"",""0"""
"FGV Jr.,""RioJunior"",""0"""
"FGV Jr.,""RioJunior"",""0"""
"FGV Jr.,""RioJunior"",""0"""
"FGV Jr.,""RioJunior"",""0"""
"EJUDI Soluções Jurídicas,""FEJECE"",""21"""
"EJUDI Soluções Jurídicas,""FEJECE"",""17"""
"EJUDI Soluções Jurídicas,""FEJECE"",""9"""
"EJUDI Soluções Jurídicas,""FEJECE"",""5"""
"Bioprox Júnior,""FEJESP"",""0"""
"Bioprox Júnior,""FEJESP"",""0"""
"Bioprox Júnior,""FEJESP"",""0"""
"Bioprox Júnior,""FEJESP"",""1"""
"Civil Júnior,""FEJEMG"",""2"""
"Civil Júnior,""FEJEMG"",""2"""
"Civil Júnior,""FEJEMG"",""0"""
"Civil Júnior,""FEJEMG"",""0"""
"iModa Jr ,""FEJESC"",""1"""
"iModa Jr ,""FEJESC"",""1"""
"iModa Jr ,""FEJESC"",""2"""
"iModa Jr ,""FEJESC"",""0"""
"Reação Jr.,""FEJESC"",""0"""
"Reação Jr.,""FEJESC"",""0"""
"Reação Jr.,""FEJESC"",""0"""
"Reação Jr.,""FEJESC"",""0"""
"Iniciativa Consultoria,""RioJunior"",""4"""
"Iniciativa Consultoria,""RioJunior"",""2"""
"Iniciativa Consultoria,""RioJunior"",""1"""
"Iniciativa Consultoria,""RioJunior"",""1"""
"Empresa Júnior Meta Consultoria,""RioJunior"",""4"""
"Empresa Júnior Meta Consultoria,""RioJunior"",""18"""
"Empresa Júnior Meta Consultoria,""RioJunior"",""2"""
"Empresa Júnior Meta Consultoria,""RioJunior"",""2"""
"Preserva Jr. Projetos e Consultoria Ambiental e Sanitária,""FEJEMG"",""2"""
"Preserva Jr. Projetos e Consultoria Ambiental e Sanitária,""FEJEMG"",""1"""
"Preserva Jr. Projetos e Consultoria Ambiental e Sanitária,""FEJEMG"",""1"""
"Preserva Jr. Projetos e Consultoria Ambiental e Sanitária,""FEJEMG"",""2"""
"Solumax ,""FEJEPAR"",""0"""
"Solumax ,""FEJEPAR"",""0"""
"Solumax ,""FEJEPAR"",""5"""
"Solumax ,""FEJEPAR"",""0"""
"INOVE Consultoria Júnior,""FEJECE"",""4"""
"INOVE Consultoria Júnior,""FEJECE"",""0"""
"INOVE Consultoria Júnior,""FEJECE"",""0"""
"INOVE Consultoria Júnior,""FEJECE"",""0"""
"Cia Júnior Consultoria,""UNIJr-BA"",""0"""
"Cia Júnior Consultoria,""UNIJr-BA"",""2"""
"Cia Júnior Consultoria,""UNIJr-BA"",""0"""
"Cia Júnior Consultoria,""UNIJr-BA"",""0"""
"Consea Júnior ,""FEJEMG"",""3"""
"Consea Júnior ,""FEJEMG"",""0"""
"Consea Júnior ,""FEJEMG"",""0"""
"Consea Júnior ,""FEJEMG"",""0"""
"I9 Engenharia Jr.,""FEJEA"",""3"""
"I9 Engenharia Jr.,""FEJEA"",""3"""
"I9 Engenharia Jr.,""FEJEA"",""1"""
"I9 Engenharia Jr.,""FEJEA"",""0"""
"EJEC - Arquitetura e Engenharia Civil,""FEJEA"",""2"""
"EJEC - Arquitetura e Engenharia Civil,""FEJEA"",""2"""
"EJEC - Arquitetura e Engenharia Civil,""FEJEA"",""7"""
"EJEC - Arquitetura e Engenharia Civil,""FEJEA"",""3"""
"CLÍNQUER,""UNIJr-BA"",""0"""
"CLÍNQUER,""UNIJr-BA"",""0"""
"CLÍNQUER,""UNIJr-BA"",""0"""
"CLÍNQUER,""UNIJr-BA"",""0"""
"ESALQ Júnior Florestal,""FEJESP"",""0"""
"ESALQ Júnior Florestal,""FEJESP"",""0"""
"ESALQ Júnior Florestal,""FEJESP"",""0"""
"ESALQ Júnior Florestal,""FEJESP"",""0"""
"Fácil Consultoria,""FEMTEJ"",""0"""
"Fácil Consultoria,""FEMTEJ"",""0"""
"Fácil Consultoria,""FEMTEJ"",""0"""
"Fácil Consultoria,""FEMTEJ"",""0"""
"Horizonte Soluções Geofísicas,""RioJunior"",""0"""
"Horizonte Soluções Geofísicas,""RioJunior"",""1"""
"Horizonte Soluções Geofísicas,""RioJunior"",""0"""
"Horizonte Soluções Geofísicas,""RioJunior"",""0"""
"Constru Soluções em Engenharia,""FEJEMG"",""0"""
"Constru Soluções em Engenharia,""FEJEMG"",""2"""
"Constru Soluções em Engenharia,""FEJEMG"",""0"""
"Constru Soluções em Engenharia,""FEJEMG"",""1"""
"Proativa Jr,""FEJECE"",""4"""
"Proativa Jr,""FEJECE"",""0"""
"Proativa Jr,""FEJECE"",""0"""
"Proativa Jr,""FEJECE"",""1"""
"Nutrir - Consultoria em Nutrição,""Concentro"",""4"""
"Nutrir - Consultoria em Nutrição,""Concentro"",""3"""
"Nutrir - Consultoria em Nutrição,""Concentro"",""7"""
"Nutrir - Consultoria em Nutrição,""Concentro"",""4"""
"Carajás Jr - Serviços e Consultoria Mineral e Ambiental ,""Pará Júnior"",""0"""
"Carajás Jr - Serviços e Consultoria Mineral e Ambiental ,""Pará Júnior"",""0"""
"Carajás Jr - Serviços e Consultoria Mineral e Ambiental ,""Pará Júnior"",""0"""
"Carajás Jr - Serviços e Consultoria Mineral e Ambiental ,""Pará Júnior"",""0"""
"Floema Júnior Consultoria Florestal - UFES,""Juniores"",""0"""
"Floema Júnior Consultoria Florestal - UFES,""Juniores"",""1"""
"Floema Júnior Consultoria Florestal - UFES,""Juniores"",""1"""
"Floema Júnior Consultoria Florestal - UFES,""Juniores"",""0"""
"Matriz Engenharia de Energia,""Concentro"",""0"""
"Matriz Engenharia de Energia,""Concentro"",""0"""
"Matriz Engenharia de Energia,""Concentro"",""0"""
"Matriz Engenharia de Energia,""Concentro"",""0"""
"CRIATIVA EJ ,""FEMTEJ"",""0"""
"CRIATIVA EJ ,""FEMTEJ"",""0"""
"CRIATIVA EJ ,""FEMTEJ"",""0"""
"CRIATIVA EJ ,""FEMTEJ"",""0"""
"All Pharma Júnior,""FEJESP"",""1"""
"All Pharma Júnior,""FEJESP"",""1"""
"All Pharma Júnior,""FEJESP"",""0"""
"All Pharma Júnior,""FEJESP"",""1"""
"Phygeo - Soluções em Geofísica e Geotecnologia,""Concentro"",""3"""
"Phygeo - Soluções em Geofísica e Geotecnologia,""Concentro"",""3"""
"Phygeo - Soluções em Geofísica e Geotecnologia,""Concentro"",""1"""
"Phygeo - Soluções em Geofísica e Geotecnologia,""Concentro"",""0"""
"Pirâmides Topografia e Projetos,""RN Júnior"",""1"""
"Pirâmides Topografia e Projetos,""RN Júnior"",""0"""
"Pirâmides Topografia e Projetos,""RN Júnior"",""0"""
"Pirâmides Topografia e Projetos,""RN Júnior"",""0"""
"Aurea,""RioJunior"",""1"""
"Aurea,""RioJunior"",""1"""
"Aurea,""RioJunior"",""1"""
